Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
IDDLNTM105_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.551134298087287e-05)	(9, 5.102268596174574e-05)	(10, 0.00034695426453987103)	(15, 0.0005663518141753777)	(20, 0.003076667963493268)	(25, 0.09225922075602865)	(30, 0.7689475933236816)	(35, 2.0763988188248197)	(40, 3.383334715197745)	(45, 5.35838717289675)	(50, 6.850662976025717)	(55, 8.869911284304782)	(60, 10.459951656005051)	(65, 12.545095763203715)	(70, 14.11858437557799)	(75, 16.09131019879714)	(80, 17.55122231222057)	(85, 19.49326819437092)	(90, 21.121300058038305)	(95, 23.297341080277818)	(100, 25.14332655156799)	(105, 27.432403232287157)	(110, 29.352636916188864)	(115, 31.52330014732801)	(120, 33.42766067362701)	(125, 35.498390872041476)	(130, 37.42040014541465)	(135, 39.42239258130146)	(140, 40.71485334166704)
IDDLNTM105_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00038267014471309306)	(4, 0.0006122722315409489)	(5, 0.0007398289464453133)	(6, 0.0009439196902922962)	(7, 0.0012245444630818979)	(8, 0.0015051692358714994)	(9, 0.0016837486367376094)	(10, 0.006617642369238422)	(15, 0.010020855522886864)	(20, 0.011694399622432124)	(25, 0.013041398531822212)	(30, 0.014342477023846728)	(35, 0.01570988500762151)	(40, 0.0284349428864809)	(45, 0.04806847244456066)	(50, 0.04967568705235566)	(55, 0.05280337770181067)	(60, 0.06083945074078563)	(65, 0.06984495481303375)	(70, 0.0759727793970394)	(75, 0.24053624842945798)	(80, 0.816689520578087)	(85, 1.7064894478707593)	(90, 2.9248652682198824)	(95, 4.4071304203631545)	(100, 6.0638064199294615)	(105, 7.855044549182681)	(110, 9.680728093728675)	(115, 11.51754478835152)	(120, 13.288583036232485)	(125, 15.037747858641648)	(130, 16.645942102007105)	(135, 18.41728648600384)	(140, 19.318617540323867)
IDDLNTM105_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.551134298087287e-05)	(9, 2.551134298087287e-05)	(10, 0.00033164745875134737)	(15, 0.0005714540827715523)	(20, 0.0031940201412052837)	(25, 0.09482566185990446)	(30, 0.7945762884822665)	(35, 2.1476468975018017)	(40, 3.4981408608802687)	(45, 5.528027399182362)	(50, 7.056600741104513)	(55, 9.113728291441582)	(60, 10.721274546695323)	(65, 12.82983806675043)	(70, 14.417046679379819)	(75, 16.394247192157813)	(80, 17.83879127256957)	(85, 19.757927968723095)	(90, 21.37185716199065)	(95, 23.550546261631574)	(100, 25.399450230558763)	(105, 27.688154445670403)	(110, 29.58447889893044)	(115, 31.72729394807166)	(120, 33.59355583476302)	(125, 35.63417244392288)	(130, 37.51341960419151)	(135, 39.467272135873415)	(140, 40.71199607125318)
IDDLNTM105_R2 - polyg	(1, 0.20809602469498)	(2, 0.21258602105961363)	(3, 0.21444834909721736)	(4, 0.2163872111637637)	(5, 0.2178668690566543)	(6, 0.21960164037935367)	(7, 0.22087720752839732)	(8, 0.22166805916080437)	(9, 0.2228670922809054)	(10, 0.22609172603368774)	(15, 0.22865306486896736)	(20, 0.23018374544781978)	(25, 0.2311888923612661)	(30, 0.2322297551548857)	(35, 0.23320428845675512)	(40, 0.2340665718495086)	(45, 0.23487273028770414)	(50, 0.23579624090361176)	(55, 0.2368779218460008)	(60, 0.23776571658173515)	(65, 0.23855656821414223)	(70, 0.23957702193337713)	(75, 0.24075054371049726)	(80, 0.2417760996983284)	(85, 0.24293941693825616)	(90, 0.24418437047572278)	(95, 0.2466079480589057)	(100, 0.27633376490021877)	(105, 0.7780245291562762)	(110, 1.9803077943530638)	(115, 3.312550942963015)	(120, 5.253239621666784)	(125, 6.9240489052444945)	(130, 8.941547135395075)	(135, 10.711095520845955)	(140, 11.848437111350634)
IDDLNTM107_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 1.9549164976967175e-05)	(9, 5.864749493090152e-05)	(10, 0.0011103925706917356)	(15, 0.002068301654563127)	(20, 0.008484337600003753)	(25, 0.11632926111194086)	(30, 0.8085143651174084)	(35, 1.924494087159561)	(40, 3.1150304145908714)	(45, 4.862311321234225)	(50, 6.204079988927353)	(55, 8.02052193142622)	(60, 9.455246878584827)	(65, 11.377258221792314)	(70, 12.879044624487909)	(75, 14.867609144942984)	(80, 16.428453575033995)	(85, 18.454646328236738)	(90, 20.10780191534899)	(95, 22.109382269845725)	(100, 23.817689961190997)	(105, 25.773361056655823)	(110, 27.54370215830601)	(115, 29.448443769172844)	(120, 31.267278529464893)	(125, 33.1041376198657)	(130, 34.96813486108755)	(135, 36.75788437372686)	(140, 37.98666668751911)
IDDLNTM107_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00025413914470057326)	(4, 0.0004887291244241793)	(5, 0.0010556549087562274)	(6, 0.0012902448884798334)	(7, 0.0017007773529961441)	(8, 0.0019158181677427831)	(9, 0.0021504081474663893)	(10, 0.005864749493090152)	(15, 0.010016992134197978)	(20, 0.013962013626549955)	(25, 0.017594248479270456)	(30, 0.02164483546249806)	(35, 0.02613332374120971)	(40, 0.044607284644443704)	(45, 0.07114723101717434)	(50, 0.07608535009035625)	(55, 0.08145355079303143)	(60, 0.09007082271487855)	(65, 0.10081504378621972)	(70, 0.11503119655747025)	(75, 0.35536081111831386)	(80, 1.0387409712181555)	(85, 1.9765965216561743)	(90, 3.2553347716305643)	(95, 4.681817790834883)	(100, 6.218053732052889)	(105, 7.859045828716472)	(110, 9.519153098894535)	(115, 11.27073482183282)	(120, 12.984023640414225)	(125, 14.822364557520292)	(130, 16.507584685027762)	(135, 18.43077288796686)	(140, 19.3392460434445)
IDDLNTM107_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 1.9549164976967175e-05)	(9, 5.864749493090152e-05)	(10, 0.0011885892305996042)	(15, 0.002162137646452569)	(20, 0.008793214406639835)	(25, 0.11994585663267979)	(30, 0.8367707281751168)	(35, 1.9958407196595005)	(40, 3.225119582242164)	(45, 5.021386786484802)	(50, 6.394125241334441)	(55, 8.247124122340239)	(60, 9.698774736535903)	(65, 11.64836995152589)	(70, 13.17027635481578)	(75, 15.173420642510674)	(80, 16.720764419268598)	(85, 18.728999309523495)	(90, 20.37492952526026)	(95, 22.391285138646587)	(100, 24.10890605218689)	(105, 26.06666890830425)	(110, 27.82051442454687)	(115, 29.7034469869654)	(120, 31.49004517421043)	(125, 33.299594081138416)	(130, 35.12235431375784)	(135, 36.86906047495087)	(140, 38.05000598204448)
IDDLNTM107_R2 - polyg	(1, 0.21214753833004776)	(2, 0.21500171641668497)	(3, 0.2168393379245199)	(4, 0.21842282028765422)	(5, 0.2231928165420342)	(6, 0.2248740447300534)	(7, 0.22677031373281922)	(8, 0.22802146029134512)	(9, 0.22962449181945643)	(10, 0.234500053564712)	(15, 0.2397587789435162)	(20, 0.24417298039531538)	(25, 0.24808281339070884)	(30, 0.2512458682839821)	(35, 0.2546396033239836)	(40, 0.25767363372840896)	(45, 0.2604144266581797)	(50, 0.26331552274076164)	(55, 0.26643947930408096)	(60, 0.26921155089781496)	(65, 0.27184286850371475)	(70, 0.2742708747938541)	(75, 0.27705858571956954)	(80, 0.2795530591706306)	(85, 0.2829937122065768)	(90, 0.2864187259105414)	(95, 0.2935424416281483)	(100, 0.33235926360641427)	(105, 0.8508969547874733)	(110, 1.90967582010702)	(115, 3.0964938963597106)	(120, 4.8301959530100635)	(125, 6.354530362590093)	(130, 8.163559261729693)	(135, 9.804265940584612)	(140, 10.811919829656397)
IDDLNTM108.A_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 5.9144568448699084e-05)	(10, 0.001052773318386844)	(15, 0.0014588993550679109)	(20, 0.005697593427224678)	(25, 0.0913507574546307)	(30, 0.718097863363035)	(35, 1.8249766329667487)	(40, 2.9373479614937317)	(45, 4.641050628342038)	(50, 5.894923365396918)	(55, 7.64836661431058)	(60, 8.992911917768547)	(65, 10.859080771174199)	(70, 12.273594099106976)	(75, 14.186222982514698)	(80, 15.677900257416876)	(85, 17.650154751763345)	(90, 19.24964468900504)	(95, 21.219482141987577)	(100, 22.893754471575807)	(105, 24.843033272565577)	(110, 26.60079801794722)	(115, 28.49775359071604)	(120, 30.314130603430346)	(125, 32.16749268628124)	(130, 34.057070959878885)	(135, 35.869264480118254)	(140, 37.1233304227634)
IDDLNTM108.A_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002562931299443627)	(4, 0.00039429712299132724)	(5, 0.0007885942459826545)	(6, 0.0009463130951791853)	(7, 0.0014983290673670434)	(8, 0.0017940519096105389)	(9, 0.0021292044641531673)	(10, 0.007188036552131895)	(15, 0.011127064810815254)	(20, 0.013189238764059896)	(25, 0.014395787960413357)	(30, 0.015535306645858293)	(35, 0.0168443730941895)	(40, 0.032632029898762245)	(45, 0.05788676062635675)	(50, 0.060142140169867145)	(55, 0.06275633009529964)	(60, 0.06597379461890887)	(65, 0.069695959459947)	(70, 0.0797939087797549)	(75, 0.3274834755004468)	(80, 1.1237034278417535)	(85, 2.165708491799704)	(90, 3.548370498137242)	(95, 5.030079941770201)	(100, 6.558383476427045)	(105, 8.172509722874182)	(110, 9.801792750729106)	(115, 11.533541771935784)	(120, 13.188793208310916)	(125, 15.016817758038389)	(130, 16.657275166358883)	(135, 18.602658311773496)	(140, 19.487879010716405)
IDDLNTM108.A_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 5.9144568448699084e-05)	(10, 0.0010370014334671906)	(15, 0.0014746712399875638)	(20, 0.005894741988720342)	(25, 0.09529372868454397)	(30, 0.7537383803102211)	(35, 1.9189100365769725)	(40, 3.0860926081709796)	(45, 4.862972878075246)	(50, 6.163222842736365)	(55, 7.976279873675088)	(60, 9.35777476052857)	(65, 11.277288071703719)	(70, 12.731215340050712)	(75, 14.68170857617929)	(80, 16.183436484746515)	(85, 18.17130120219221)	(90, 19.793396193495006)	(95, 21.811519272159057)	(100, 23.52615974119914)	(105, 25.51889402811378)	(110, 27.301590180582167)	(115, 29.225440760110224)	(120, 31.05185263460466)	(125, 32.92186588495948)	(130, 34.81517815231185)	(135, 36.62843233181207)	(140, 37.86080404675023)
IDDLNTM108.A_R2 - polyg	(1, 0.17388503123917531)	(2, 0.17737456077764857)	(3, 0.17861659671507124)	(4, 0.18013464063858786)	(5, 0.18218498567814276)	(6, 0.18360445532091152)	(7, 0.18468877240913767)	(8, 0.18563508550431687)	(9, 0.1870348402909361)	(10, 0.18998812574214113)	(15, 0.19314250272607175)	(20, 0.19494444057814211)	(25, 0.19620619137171433)	(30, 0.19731022331609005)	(35, 0.19841819823169568)	(40, 0.19921467842013818)	(45, 0.20012944774547803)	(50, 0.20125713751723326)	(55, 0.202451857799897)	(60, 0.20348097329090434)	(65, 0.2044548871846929)	(70, 0.20550371753184984)	(75, 0.2065604338214666)	(80, 0.20755011960017483)	(85, 0.209178566718129)	(90, 0.21090953108806093)	(95, 0.2140165924172326)	(100, 0.23989036962792348)	(105, 0.6786957518625117)	(110, 1.723748732581185)	(115, 2.85194320465381)	(120, 4.529062359470041)	(125, 5.986100632117433)	(130, 7.712282177947475)	(135, 9.269862273986424)	(140, 10.214562693932576)
IDDLNTM108.B_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.4690455756184714e-05)	(10, 0.001466613071917372)	(15, 0.0021826362888467286)	(20, 0.008330559772136722)	(25, 0.11953143440684144)	(30, 0.9477036394719404)	(35, 2.410252662371844)	(40, 3.7946810832591793)	(45, 5.971223767625283)	(50, 7.4727392677995965)	(55, 9.642882186033695)	(60, 11.230295781783777)	(65, 13.503378148156562)	(70, 15.163979192859125)	(75, 17.468255481034273)	(80, 19.192597406317002)	(85, 21.517742067697277)	(90, 23.358035311302203)	(95, 25.647936816136102)	(100, 27.58460184664857)	(105, 29.81389815878333)	(110, 31.821647011417856)	(115, 33.92884901983829)	(120, 35.96442401611003)	(125, 37.95312171308308)	(130, 39.99518042303639)	(135, 41.90401930991164)	(140, 43.25108613314872)
IDDLNTM108.B_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00034566638058658596)	(4, 0.0005184995708798789)	(5, 0.0008641659514664649)	(6, 0.0010369991417597578)	(7, 0.0015308082568834523)	(8, 0.0017283319029329299)	(9, 0.0020986887392757006)	(10, 0.006809627697555744)	(15, 0.01071071970703293)	(20, 0.012320537422336172)	(25, 0.013604441121657776)	(30, 0.014987106644004123)	(35, 0.01606854860612501)	(40, 0.024878103219931717)	(45, 0.03743073092637603)	(50, 0.03981089086127223)	(55, 0.042926826377702745)	(60, 0.048230336274131216)	(65, 0.05395358391841484)	(70, 0.06382976622088872)	(75, 0.28927831773061136)	(80, 1.068909086779051)	(85, 2.099794871693578)	(90, 3.5612427002667553)	(95, 5.21521682664436)	(100, 7.005857563723597)	(105, 8.926182450616619)	(110, 10.807758136245885)	(115, 12.793374464340562)	(120, 14.670866348587754)	(125, 16.710791803163737)	(130, 18.55109986104211)	(135, 20.670345873780413)	(140, 21.668714328464045)
IDDLNTM108.B_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.4690455756184714e-05)	(10, 0.0013579750665901591)	(15, 0.0020789363746707527)	(20, 0.008365126410195382)	(25, 0.122148622716997)	(30, 0.9756433592056389)	(35, 2.4859289092645502)	(40, 3.912543442856903)	(45, 6.147958049928052)	(50, 7.683413050584818)	(55, 9.891875556152517)	(60, 11.491614627416084)	(65, 13.785288833889528)	(70, 15.460595514040474)	(75, 17.769972850374852)	(80, 19.474019221025998)	(85, 21.767313194480792)	(90, 23.58991819558199)	(95, 25.883686225787308)	(100, 27.819319195249157)	(105, 30.038206011237115)	(110, 32.01541277010124)	(115, 34.0912085187998)	(120, 36.077328532191906)	(125, 38.027380727815384)	(130, 40.01486365436522)	(135, 41.870494609085895)	(140, 43.16247208743977)
IDDLNTM108.B_R2 - polyg	(1, 0.17377142761202802)	(2, 0.1763639254664274)	(3, 0.17791942417906703)	(4, 0.17949961334746287)	(5, 0.18194396846732513)	(6, 0.18342539581269623)	(7, 0.1847833708792864)	(8, 0.18559815591924048)	(9, 0.18663515506100023)	(10, 0.1898646666739092)	(15, 0.1931139306514231)	(20, 0.1949805291065907)	(25, 0.19628912326166845)	(30, 0.19724711294500843)	(35, 0.1982939882690707)	(40, 0.19945443968961135)	(45, 0.20040255319064887)	(50, 0.20145930469701354)	(55, 0.20239754201574853)	(60, 0.20324689369376134)	(65, 0.20437277847624333)	(70, 0.20554310607908652)	(75, 0.2065208481270314)	(80, 0.20737513789619538)	(85, 0.20940469335935377)	(90, 0.21213545776598783)	(95, 0.2167970158127555)	(100, 0.24572929186785272)	(105, 0.7696015059202774)	(110, 2.1094043970738845)	(115, 3.5246070020157285)	(120, 5.594057303584956)	(125, 7.415388277169131)	(130, 9.461041917480546)	(135, 11.367263616045637)	(140, 12.431767925517784)
IDDLNTM109_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00013644833080735469)	(15, 0.0003385940060775097)	(20, 0.0019304911988299808)	(25, 0.076259455995666)	(30, 0.6735696045676838)	(35, 1.8612916805431248)	(40, 3.0228055697197904)	(45, 4.853376161263734)	(50, 6.229462631097788)	(55, 8.133978110655553)	(60, 9.651369461145327)	(65, 11.72567720064626)	(70, 13.356517757739528)	(75, 15.580580067122472)	(80, 17.32823555631248)	(85, 19.675273187246024)	(90, 21.524875794116653)	(95, 23.91803296086308)	(100, 25.85505851864617)	(105, 28.270992449353663)	(110, 30.299974074817147)	(115, 32.71062694975821)	(120, 34.825783276589355)	(125, 37.16414380441193)	(130, 39.33091297578143)	(135, 41.61732206505958)	(140, 43.075221943317345)
IDDLNTM109_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001516092564526163)	(4, 0.0003032185129052326)	(5, 0.0008085827010806203)	(6, 0.0010865330045770835)	(7, 0.0013392150986647772)	(8, 0.0015413607739349323)	(9, 0.0017687746586138567)	(10, 0.005099124658689662)	(15, 0.008717532246025436)	(20, 0.01185079021271284)	(25, 0.015064906449508305)	(30, 0.01819816441619571)	(35, 0.02216021965149075)	(40, 0.03431422837710882)	(45, 0.05049598968248473)	(50, 0.05420536282369208)	(55, 0.060082748332171844)	(60, 0.0709885075129967)	(65, 0.08272811760431095)	(70, 0.08906538452403032)	(75, 0.2023073918103712)	(80, 0.6277229654164125)	(85, 1.2938131799991006)	(90, 2.269105419475018)	(95, 3.494704541354204)	(100, 4.947070681751451)	(105, 6.545572984443375)	(110, 8.239068593586627)	(115, 9.971462084293737)	(120, 11.75561497515377)	(125, 13.602518937259543)	(130, 15.446153193067818)	(135, 17.417260511701453)	(140, 18.436418362710995)
IDDLNTM109_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00011623376328033917)	(15, 0.00035880857360452527)	(20, 0.0019759739757657657)	(25, 0.07793221145852654)	(30, 0.6906256459186031)	(35, 1.91518877121203)	(40, 3.1078330943802994)	(45, 4.977508766805253)	(50, 6.375421915926603)	(55, 8.303381240173824)	(60, 9.826493313273744)	(65, 11.911272198753672)	(70, 13.552583901825932)	(75, 15.773305753925035)	(80, 17.488259126498217)	(85, 19.79530223557956)	(90, 21.622082595712186)	(95, 24.003631547056226)	(100, 25.927886551804125)	(105, 28.329180081980176)	(110, 30.315817242116445)	(115, 32.67497855992432)	(120, 34.7217136293184)	(125, 37.00045129022004)	(130, 39.09844039557887)	(135, 41.305527521881004)	(140, 42.69415207722369)
IDDLNTM109_R2 - polyg	(1, 0.15673870296259648)	(2, 0.15883596434352434)	(3, 0.16030152048923296)	(4, 0.16174180842553282)	(5, 0.16492560281103777)	(6, 0.16636589074733762)	(7, 0.16783144689304624)	(8, 0.16866529780353562)	(9, 0.16965075797047763)	(10, 0.1741383919614751)	(15, 0.17842388027720235)	(20, 0.18162788923023432)	(25, 0.18442255319084422)	(30, 0.18696958869924815)	(35, 0.18956716062646967)	(40, 0.19170485114245156)	(45, 0.19409522375252114)	(50, 0.1964249526600097)	(55, 0.19858285774351858)	(60, 0.20085194294842607)	(65, 0.2031816718559146)	(70, 0.20500098293334598)	(75, 0.2067343820987876)	(80, 0.20840208391976636)	(85, 0.21046396980752197)	(90, 0.2123944610063519)	(95, 0.21513858854814427)	(100, 0.24016927678847125)	(105, 0.6729985430350455)	(110, 1.7663539641524966)	(115, 2.952226407199216)	(120, 4.7412863843264335)	(125, 6.301947016607783)	(130, 8.201398747000031)	(135, 9.89393416418575)	(140, 11.015802232800056)
IDDLNTM111_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 7.728439633834258e-05)	(10, 0.0010626604496522106)	(15, 0.002163963097473592)	(20, 0.010649789815423609)	(25, 0.13960266932576512)	(30, 0.9646870204140935)	(35, 2.2677289922172674)	(40, 3.6220530252107492)	(45, 5.609915897187794)	(50, 7.087655382693976)	(55, 9.10731691954443)	(60, 10.666216613865323)	(65, 12.77613859719933)	(70, 14.395169416091267)	(75, 16.531035771276056)	(80, 18.221284161393775)	(85, 20.39152661606986)	(90, 22.175934450466404)	(95, 24.319119637984432)	(100, 26.171545469598346)	(105, 28.237871324957894)	(110, 30.14270370572884)	(115, 32.14489510478701)	(120, 34.089509628573126)	(125, 36.00867826486483)	(130, 37.97380406743913)	(135, 39.82915124923464)	(140, 41.109444558975625)
IDDLNTM111_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002898164862687847)	(4, 0.0005216696752838125)	(5, 0.000985376053313868)	(6, 0.00119790814324431)	(7, 0.0014877246295130948)	(8, 0.0018161833139510508)	(9, 0.00208667870113525)	(10, 0.006244579224138081)	(15, 0.009386189935291708)	(20, 0.011557881472399134)	(25, 0.013575004216829875)	(30, 0.015642361818880537)	(35, 0.017821781795621803)	(40, 0.03078237506156185)	(45, 0.04989867049585089)	(50, 0.05304028120700451)	(55, 0.05598868092731228)	(60, 0.059988148437821506)	(65, 0.0655101185561961)	(70, 0.08397336084142613)	(75, 0.44084951781299075)	(80, 1.4428455805594194)	(85, 2.7039800884481275)	(90, 4.366321083048073)	(95, 6.118165137047454)	(100, 7.90110070369375)	(105, 9.787894906359329)	(110, 11.653764358716298)	(115, 13.637925308108738)	(120, 15.512856355936378)	(125, 17.589971113024756)	(130, 19.435116754503603)	(135, 21.608203274964936)	(140, 22.595754884035728)
IDDLNTM111_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.9321099084585646e-05)	(5, 1.9321099084585646e-05)	(6, 1.9321099084585646e-05)	(7, 1.9321099084585646e-05)	(8, 1.9321099084585646e-05)	(9, 9.660549542292823e-05)	(10, 0.0011438090658074701)	(15, 0.0022373832739950176)	(20, 0.010974384280044647)	(25, 0.14304955340245523)	(30, 0.994742922150075)	(35, 2.3413732934880747)	(40, 3.736773983135386)	(45, 5.774964454007959)	(50, 7.2840002558113515)	(55, 9.341820963353864)	(60, 10.915640410387873)	(65, 13.046904479770712)	(70, 14.679216622173396)	(75, 16.81598720479534)	(80, 18.484058837383778)	(85, 20.625107111343052)	(90, 22.39391895455851)	(95, 24.538043147492054)	(100, 26.386539067552167)	(105, 28.446713084963182)	(110, 30.324148147232187)	(115, 32.29720332887081)	(120, 34.19552836347006)	(125, 36.07613981442857)	(130, 37.98703515609226)	(135, 39.78945798327527)	(140, 41.008781632744935)
IDDLNTM111_R2 - polyg	(1, 0.23478999607588477)	(2, 0.23764951874040346)	(3, 0.2390599589735782)	(4, 0.2409534266838676)	(5, 0.24367770165479416)	(6, 0.24512678408613808)	(7, 0.24663382981473578)	(8, 0.24790902235431844)	(9, 0.24881711401129394)	(10, 0.2523953815617592)	(15, 0.25640644173171917)	(20, 0.25902638276758905)	(25, 0.2610125917534844)	(30, 0.2628287750674355)	(35, 0.2650004666045429)	(40, 0.26721466455963644)	(45, 0.2689883414556014)	(50, 0.2708508954073554)	(55, 0.2727327704581941)	(60, 0.27464555926756806)	(65, 0.27654675541749124)	(70, 0.2782431479171179)	(75, 0.2794371918405453)	(80, 0.28077807611701555)	(85, 0.28318934928277184)	(90, 0.28578610499974016)	(95, 0.292320500710147)	(100, 0.3401711347030318)	(105, 0.9543888746020095)	(110, 2.2063188108868212)	(115, 3.5613731814257)	(120, 5.533937607147569)	(125, 7.2236256853918395)	(130, 9.220337620749623)	(135, 11.015715975206394)	(140, 12.10173176943205)
IDDLNTM112_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.0181740610546088e-05)	(10, 0.0005570160408510721)	(15, 0.0009848689417946493)	(20, 0.003790130886660556)	(25, 0.0683555554479196)	(30, 0.5338998751557525)	(35, 1.3737307198786515)	(40, 2.2423124722753336)	(45, 3.5785091909664914)	(50, 4.585150194531798)	(55, 5.979643889150578)	(60, 7.084485206178681)	(65, 8.578192337638907)	(70, 9.733181243736093)	(75, 11.283268085765938)	(80, 12.52273372171075)	(85, 14.160772589321358)	(90, 15.484674591632569)	(95, 17.124412761802585)	(100, 18.51325153270229)	(105, 20.15862040850265)	(110, 21.630426315052308)	(115, 23.25686068181185)	(120, 24.798576137836445)	(125, 26.409115365691115)	(130, 28.040159242006116)	(135, 29.661459373954337)	(140, 30.773763898660214)
IDDLNTM112_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001816356654949148)	(4, 0.0005449069964847444)	(5, 0.001150359214801127)	(6, 0.0014127218427382262)	(7, 0.002078719282886247)	(8, 0.0024016271326549846)	(9, 0.0028052619448659063)	(10, 0.007822442660647664)	(15, 0.01280733259145255)	(20, 0.01713026143023152)	(25, 0.020904246924403642)	(30, 0.024835649995338015)	(35, 0.029102069960407463)	(40, 0.05580251278815994)	(45, 0.0980428958860329)	(50, 0.10343545697717083)	(55, 0.10905808991126895)	(60, 0.11500363069513586)	(65, 0.12065048171796663)	(70, 0.12976455577768925)	(75, 0.3250915141027985)	(80, 0.9337929926574791)	(85, 1.7579426249259835)	(90, 2.849003849465204)	(95, 4.037486372279653)	(100, 5.265626015393824)	(105, 6.570880089380893)	(110, 7.904299800564038)	(115, 9.304969107809647)	(120, 10.672302215914756)	(125, 12.17588225488166)	(130, 13.571631253766418)	(135, 15.186315811142501)	(140, 15.92506842619154)
IDDLNTM112_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 2.0181740610546088e-05)	(8, 2.0181740610546088e-05)	(9, 4.0363481221092176e-05)	(10, 0.0005973795220721642)	(15, 0.0010171597267715229)	(20, 0.0038668215009806306)	(25, 0.07051096534512594)	(30, 0.5540816157662987)	(35, 1.4290932707215012)	(40, 2.329388610313596)	(45, 3.7048509235366325)	(50, 4.736335649793521)	(55, 6.165097939969009)	(60, 7.2889666020447335)	(65, 8.809115850052896)	(70, 9.98367700819419)	(75, 11.549715498002612)	(80, 12.782888467225055)	(85, 14.410025158557847)	(90, 15.73377377964042)	(95, 17.388268838544867)	(100, 18.79085137480035)	(105, 20.44661384701514)	(110, 21.908288519778306)	(115, 23.517124408725454)	(120, 25.03233720298028)	(125, 26.62447875609438)	(130, 28.223800972517715)	(135, 29.809452077851468)	(140, 30.88335075017548)
IDDLNTM112_R2 - polyg	(1, 0.21743807333802356)	(2, 0.22177714756929098)	(3, 0.22369441292729286)	(4, 0.22583367743201074)	(5, 0.23051584125365743)	(6, 0.2327761962020386)	(7, 0.23459255285698774)	(8, 0.23584382077484162)	(9, 0.2374179965424642)	(10, 0.24294779346975384)	(15, 0.24886911616488802)	(20, 0.25372080660766333)	(25, 0.2576441369823535)	(30, 0.26127281394412966)	(35, 0.26522843510379673)	(40, 0.26886518476181714)	(45, 0.2721063723038708)	(50, 0.274960070426202)	(55, 0.2774585699137876)	(60, 0.2801831048962114)	(65, 0.28283498561243714)	(70, 0.2850590134277192)	(75, 0.2873678045535658)	(80, 0.2896846683756565)	(85, 0.29265542059352884)	(90, 0.29533151939848723)	(95, 0.29944455813491655)	(100, 0.3223064338985432)	(105, 0.6622032729132383)	(110, 1.4495091195231298)	(115, 2.326139350075298)	(120, 3.639615465187103)	(125, 4.790257224356777)	(130, 6.17493452034259)	(135, 7.4343235706181305)	(140, 8.223554755282269)
