Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
IDDLNTM7.B_R1	(15.0, 2.0)	(16.0, 68.0)	(17.0, 436.0)	(18.0, 1360.0)	(19.0, 3094.0)	(20.0, 5865.0)	(21.0, 8847.0)	(22.0, 11507.0)	(23.0, 13666.0)	(24.0, 17346.0)	(25.0, 21247.0)	(26.0, 25548.0)	(27.0, 30284.0)	(28.0, 37591.0)	(29.0, 47501.0)	(30.0, 61283.0)	(31.0, 85664.0)	(32.0, 143351.0)	(33.0, 218724.0)	(34.0, 287675.0)	(35.0, 306071.0)	(36.0, 302549.0)	(37.0, 289681.0)	(38.0, 481459.0)	(39.0, 2118778.0)	(40.0, 229599.0)					
IDDLNTM7.B_R2	(12.0, 5.0)	(13.0, 15.0)	(14.0, 40.0)	(15.0, 384.0)	(16.0, 2780.0)	(17.0, 7232.0)	(18.0, 10624.0)	(19.0, 11462.0)	(20.0, 12937.0)	(21.0, 14003.0)	(22.0, 15697.0)	(23.0, 17383.0)	(24.0, 20130.0)	(25.0, 22990.0)	(26.0, 26742.0)	(27.0, 30055.0)	(28.0, 36129.0)	(29.0, 43201.0)	(30.0, 50840.0)	(31.0, 55154.0)	(32.0, 68214.0)	(33.0, 83749.0)	(34.0, 107722.0)	(35.0, 138945.0)	(36.0, 202240.0)	(37.0, 337097.0)	(38.0, 927587.0)	(39.0, 2423548.0)	(40.0, 82291.0)		
IDDLNTM7.C_R1	(15.0, 3.0)	(16.0, 103.0)	(17.0, 521.0)	(18.0, 1685.0)	(19.0, 3845.0)	(20.0, 7202.0)	(21.0, 10717.0)	(22.0, 13998.0)	(23.0, 16573.0)	(24.0, 20093.0)	(25.0, 23921.0)	(26.0, 28237.0)	(27.0, 32835.0)	(28.0, 40193.0)	(29.0, 47840.0)	(30.0, 58922.0)	(31.0, 71391.0)	(32.0, 96344.0)	(33.0, 135070.0)	(34.0, 198854.0)	(35.0, 277660.0)	(36.0, 421643.0)	(37.0, 527203.0)	(38.0, 638665.0)	(39.0, 2524549.0)	(40.0, 270161.0)					
IDDLNTM7.C_R2	(11.0, 1.0)	(12.0, 3.0)	(13.0, 17.0)	(14.0, 59.0)	(15.0, 442.0)	(16.0, 3304.0)	(17.0, 8678.0)	(18.0, 12611.0)	(19.0, 13958.0)	(20.0, 15375.0)	(21.0, 17191.0)	(22.0, 19056.0)	(23.0, 21083.0)	(24.0, 24738.0)	(25.0, 28268.0)	(26.0, 32676.0)	(27.0, 36825.0)	(28.0, 44413.0)	(29.0, 52687.0)	(30.0, 61630.0)	(31.0, 66954.0)	(32.0, 81752.0)	(33.0, 101125.0)	(34.0, 127460.0)	(35.0, 164179.0)	(36.0, 237873.0)	(37.0, 395454.0)	(38.0, 1083454.0)	(39.0, 2721787.0)	(40.0, 95175.0)	
IDDLNTM70_R1	(16.0, 34.0)	(17.0, 173.0)	(18.0, 512.0)	(19.0, 1208.0)	(20.0, 2271.0)	(21.0, 3563.0)	(22.0, 4764.0)	(23.0, 6087.0)	(24.0, 7761.0)	(25.0, 9899.0)	(26.0, 12551.0)	(27.0, 15720.0)	(28.0, 20480.0)	(29.0, 26755.0)	(30.0, 37337.0)	(31.0, 59146.0)	(32.0, 110087.0)	(33.0, 161752.0)	(34.0, 177257.0)	(35.0, 153261.0)	(36.0, 150899.0)	(37.0, 179557.0)	(38.0, 367711.0)	(39.0, 1957697.0)	(40.0, 234833.0)						
IDDLNTM70_R2	(12.0, 1.0)	(13.0, 13.0)	(14.0, 21.0)	(15.0, 203.0)	(16.0, 1326.0)	(17.0, 3445.0)	(18.0, 5160.0)	(19.0, 5729.0)	(20.0, 6542.0)	(21.0, 7454.0)	(22.0, 8282.0)	(23.0, 9499.0)	(24.0, 11470.0)	(25.0, 13234.0)	(26.0, 16044.0)	(27.0, 18474.0)	(28.0, 22417.0)	(29.0, 27436.0)	(30.0, 32525.0)	(31.0, 34891.0)	(32.0, 44187.0)	(33.0, 55661.0)	(34.0, 71805.0)	(35.0, 95104.0)	(36.0, 140681.0)	(37.0, 239282.0)	(38.0, 688992.0)	(39.0, 2072047.0)	(40.0, 69390.0)		
IDDLNTM71_R1	(15.0, 2.0)	(16.0, 58.0)	(17.0, 272.0)	(18.0, 847.0)	(19.0, 1760.0)	(20.0, 3265.0)	(21.0, 4683.0)	(22.0, 6304.0)	(23.0, 7739.0)	(24.0, 9919.0)	(25.0, 12040.0)	(26.0, 14835.0)	(27.0, 17457.0)	(28.0, 22126.0)	(29.0, 27371.0)	(30.0, 34305.0)	(31.0, 43217.0)	(32.0, 61290.0)	(33.0, 89280.0)	(34.0, 133247.0)	(35.0, 182087.0)	(36.0, 248852.0)	(37.0, 276568.0)	(38.0, 378441.0)	(39.0, 1707761.0)	(40.0, 196352.0)					
IDDLNTM71_R2	(12.0, 1.0)	(13.0, 7.0)	(14.0, 39.0)	(15.0, 235.0)	(16.0, 1522.0)	(17.0, 4107.0)	(18.0, 6114.0)	(19.0, 6677.0)	(20.0, 7369.0)	(21.0, 8510.0)	(22.0, 9619.0)	(23.0, 10851.0)	(24.0, 12983.0)	(25.0, 15095.0)	(26.0, 17810.0)	(27.0, 20236.0)	(28.0, 24662.0)	(29.0, 29661.0)	(30.0, 35500.0)	(31.0, 38089.0)	(32.0, 46752.0)	(33.0, 58987.0)	(34.0, 74705.0)	(35.0, 96404.0)	(36.0, 138662.0)	(37.0, 227179.0)	(38.0, 621363.0)	(39.0, 1893962.0)	(40.0, 72977.0)		
IDDLNTM72_R1	(15.0, 1.0)	(16.0, 30.0)	(17.0, 182.0)	(18.0, 603.0)	(19.0, 1254.0)	(20.0, 2286.0)	(21.0, 3557.0)	(22.0, 4937.0)	(23.0, 6517.0)	(24.0, 8640.0)	(25.0, 11390.0)	(26.0, 14611.0)	(27.0, 18280.0)	(28.0, 24495.0)	(29.0, 31949.0)	(30.0, 44403.0)	(31.0, 66038.0)	(32.0, 119442.0)	(33.0, 185089.0)	(34.0, 213693.0)	(35.0, 184921.0)	(36.0, 146998.0)	(37.0, 129884.0)	(38.0, 197934.0)	(39.0, 631359.0)	(40.0, 41963.0)					
IDDLNTM72_R2	(12.0, 1.0)	(13.0, 1.0)	(14.0, 9.0)	(15.0, 41.0)	(16.0, 399.0)	(17.0, 924.0)	(18.0, 1279.0)	(19.0, 1485.0)	(20.0, 1758.0)	(21.0, 2036.0)	(22.0, 2640.0)	(23.0, 2948.0)	(24.0, 3752.0)	(25.0, 4561.0)	(26.0, 5690.0)	(27.0, 7052.0)	(28.0, 9055.0)	(29.0, 11710.0)	(30.0, 14720.0)	(31.0, 16056.0)	(32.0, 21363.0)	(33.0, 28372.0)	(34.0, 38445.0)	(35.0, 52817.0)	(36.0, 82403.0)	(37.0, 150291.0)	(38.0, 488757.0)	(39.0, 1104248.0)	(40.0, 37643.0)		
IDDLNTM73_R1	(15.0, 2.0)	(16.0, 60.0)	(17.0, 386.0)	(18.0, 1052.0)	(19.0, 2236.0)	(20.0, 4302.0)	(21.0, 6374.0)	(22.0, 8629.0)	(23.0, 10664.0)	(24.0, 13423.0)	(25.0, 16762.0)	(26.0, 20867.0)	(27.0, 24909.0)	(28.0, 32191.0)	(29.0, 40572.0)	(30.0, 53493.0)	(31.0, 73724.0)	(32.0, 117134.0)	(33.0, 181556.0)	(34.0, 258168.0)	(35.0, 305633.0)	(36.0, 339049.0)	(37.0, 327376.0)	(38.0, 542815.0)	(39.0, 2547377.0)	(40.0, 274722.0)					
IDDLNTM73_R2	(11.0, 1.0)	(12.0, 4.0)	(13.0, 21.0)	(14.0, 58.0)	(15.0, 462.0)	(16.0, 2880.0)	(17.0, 7327.0)	(18.0, 10245.0)	(19.0, 11164.0)	(20.0, 12623.0)	(21.0, 13777.0)	(22.0, 15460.0)	(23.0, 17357.0)	(24.0, 20636.0)	(25.0, 23665.0)	(26.0, 27769.0)	(27.0, 31627.0)	(28.0, 38527.0)	(29.0, 46226.0)	(30.0, 53901.0)	(31.0, 58735.0)	(32.0, 72262.0)	(33.0, 89559.0)	(34.0, 114280.0)	(35.0, 148078.0)	(36.0, 217498.0)	(37.0, 364578.0)	(38.0, 1013439.0)	(39.0, 2700970.0)	(40.0, 90347.0)	
IDDLNTM74_R1	(15.0, 1.0)	(16.0, 43.0)	(17.0, 333.0)	(18.0, 930.0)	(19.0, 2003.0)	(20.0, 3750.0)	(21.0, 5703.0)	(22.0, 7509.0)	(23.0, 9213.0)	(24.0, 11933.0)	(25.0, 14578.0)	(26.0, 18034.0)	(27.0, 22120.0)	(28.0, 28161.0)	(29.0, 35888.0)	(30.0, 47788.0)	(31.0, 66882.0)	(32.0, 109675.0)	(33.0, 168002.0)	(34.0, 230391.0)	(35.0, 256924.0)	(36.0, 265430.0)	(37.0, 258103.0)	(38.0, 425547.0)	(39.0, 2149091.0)	(40.0, 264991.0)					
IDDLNTM74_R2	(12.0, 2.0)	(13.0, 12.0)	(14.0, 26.0)	(15.0, 331.0)	(16.0, 2208.0)	(17.0, 5477.0)	(18.0, 7743.0)	(19.0, 8454.0)	(20.0, 9595.0)	(21.0, 10605.0)	(22.0, 11861.0)	(23.0, 13229.0)	(24.0, 15861.0)	(25.0, 18400.0)	(26.0, 21478.0)	(27.0, 24768.0)	(28.0, 29737.0)	(29.0, 36629.0)	(30.0, 42174.0)	(31.0, 45859.0)	(32.0, 56924.0)	(33.0, 70243.0)	(34.0, 90982.0)	(35.0, 117959.0)	(36.0, 172453.0)	(37.0, 291061.0)	(38.0, 849082.0)	(39.0, 2373016.0)	(40.0, 76854.0)		
IDDLNTM75_R1	(15.0, 3.0)	(16.0, 64.0)	(17.0, 315.0)	(18.0, 1041.0)	(19.0, 2066.0)	(20.0, 3756.0)	(21.0, 5522.0)	(22.0, 7417.0)	(23.0, 9483.0)	(24.0, 12246.0)	(25.0, 15003.0)	(26.0, 18697.0)	(27.0, 22384.0)	(28.0, 28903.0)	(29.0, 36761.0)	(30.0, 49773.0)	(31.0, 72004.0)	(32.0, 124621.0)	(33.0, 192198.0)	(34.0, 247578.0)	(35.0, 257625.0)	(36.0, 249155.0)	(37.0, 240142.0)	(38.0, 431618.0)	(39.0, 1992934.0)	(40.0, 209369.0)					
IDDLNTM75_R2	(12.0, 4.0)	(13.0, 3.0)	(14.0, 35.0)	(15.0, 268.0)	(16.0, 1474.0)	(17.0, 4120.0)	(18.0, 6172.0)	(19.0, 6661.0)	(20.0, 7495.0)	(21.0, 8520.0)	(22.0, 9800.0)	(23.0, 11262.0)	(24.0, 13301.0)	(25.0, 15747.0)	(26.0, 18843.0)	(27.0, 21564.0)	(28.0, 26414.0)	(29.0, 32138.0)	(30.0, 38219.0)	(31.0, 41826.0)	(32.0, 52242.0)	(33.0, 65186.0)	(34.0, 84966.0)	(35.0, 111562.0)	(36.0, 163954.0)	(37.0, 278988.0)	(38.0, 811202.0)	(39.0, 2316913.0)	(40.0, 81799.0)		
IDDLNTM76_R1	(15.0, 4.0)	(16.0, 63.0)	(17.0, 347.0)	(18.0, 1060.0)	(19.0, 2348.0)	(20.0, 4264.0)	(21.0, 6338.0)	(22.0, 8445.0)	(23.0, 10349.0)	(24.0, 13287.0)	(25.0, 16142.0)	(26.0, 20098.0)	(27.0, 24157.0)	(28.0, 31044.0)	(29.0, 39937.0)	(30.0, 51897.0)	(31.0, 74291.0)	(32.0, 124281.0)	(33.0, 193435.0)	(34.0, 259888.0)	(35.0, 278435.0)	(36.0, 276993.0)	(37.0, 275308.0)	(38.0, 464135.0)	(39.0, 2285825.0)	(40.0, 256158.0)					
IDDLNTM76_R2	(12.0, 2.0)	(13.0, 13.0)	(14.0, 49.0)	(15.0, 387.0)	(16.0, 2764.0)	(17.0, 6820.0)	(18.0, 9589.0)	(19.0, 10271.0)	(20.0, 11349.0)	(21.0, 12477.0)	(22.0, 14117.0)	(23.0, 15887.0)	(24.0, 18535.0)	(25.0, 21776.0)	(26.0, 25312.0)	(27.0, 28875.0)	(28.0, 34749.0)	(29.0, 41847.0)	(30.0, 48762.0)	(31.0, 52396.0)	(32.0, 65271.0)	(33.0, 80553.0)	(34.0, 103666.0)	(35.0, 133481.0)	(36.0, 196208.0)	(37.0, 334835.0)	(38.0, 958814.0)	(39.0, 2413784.0)	(40.0, 75940.0)		
IDDLNTM77_R1	(15.0, 2.0)	(16.0, 37.0)	(17.0, 254.0)	(18.0, 722.0)	(19.0, 1457.0)	(20.0, 2648.0)	(21.0, 3984.0)	(22.0, 5584.0)	(23.0, 7088.0)	(24.0, 9430.0)	(25.0, 12117.0)	(26.0, 15554.0)	(27.0, 19101.0)	(28.0, 25517.0)	(29.0, 33133.0)	(30.0, 46182.0)	(31.0, 73623.0)	(32.0, 135054.0)	(33.0, 211491.0)	(34.0, 260245.0)	(35.0, 239101.0)	(36.0, 197967.0)	(37.0, 167285.0)	(38.0, 258842.0)	(39.0, 1129156.0)	(40.0, 125896.0)					
IDDLNTM77_R2	(13.0, 11.0)	(14.0, 22.0)	(15.0, 176.0)	(16.0, 1446.0)	(17.0, 3228.0)	(18.0, 4682.0)	(19.0, 5065.0)	(20.0, 5721.0)	(21.0, 6438.0)	(22.0, 7158.0)	(23.0, 8331.0)	(24.0, 9764.0)	(25.0, 11554.0)	(26.0, 13609.0)	(27.0, 15560.0)	(28.0, 19000.0)	(29.0, 23434.0)	(30.0, 27680.0)	(31.0, 29781.0)	(32.0, 37374.0)	(33.0, 47106.0)	(34.0, 60839.0)	(35.0, 79060.0)	(36.0, 115936.0)	(37.0, 201903.0)	(38.0, 627911.0)	(39.0, 1562715.0)	(40.0, 55966.0)			
IDDLNTM78_R1	(16.0, 71.0)	(17.0, 373.0)	(18.0, 1120.0)	(19.0, 2414.0)	(20.0, 4366.0)	(21.0, 6502.0)	(22.0, 8895.0)	(23.0, 11108.0)	(24.0, 14301.0)	(25.0, 17859.0)	(26.0, 22247.0)	(27.0, 26898.0)	(28.0, 34885.0)	(29.0, 43968.0)	(30.0, 58039.0)	(31.0, 80913.0)	(32.0, 136194.0)	(33.0, 210926.0)	(34.0, 276205.0)	(35.0, 289030.0)	(36.0, 282271.0)	(37.0, 281196.0)	(38.0, 496879.0)	(39.0, 2097813.0)	(40.0, 189777.0)						
IDDLNTM78_R2	(11.0, 1.0)	(12.0, 2.0)	(13.0, 12.0)	(14.0, 25.0)	(15.0, 231.0)	(16.0, 1482.0)	(17.0, 3821.0)	(18.0, 5700.0)	(19.0, 6069.0)	(20.0, 7001.0)	(21.0, 7809.0)	(22.0, 9255.0)	(23.0, 10397.0)	(24.0, 12787.0)	(25.0, 15302.0)	(26.0, 18262.0)	(27.0, 21148.0)	(28.0, 26430.0)	(29.0, 32979.0)	(30.0, 39335.0)	(31.0, 42913.0)	(32.0, 54484.0)	(33.0, 69585.0)	(34.0, 91496.0)	(35.0, 122203.0)	(36.0, 182874.0)	(37.0, 314817.0)	(38.0, 910059.0)	(39.0, 2502781.0)	(40.0, 84990.0)	
IDDLNTM79_R1	(15.0, 4.0)	(16.0, 52.0)	(17.0, 351.0)	(18.0, 973.0)	(19.0, 2216.0)	(20.0, 3961.0)	(21.0, 6022.0)	(22.0, 8104.0)	(23.0, 10025.0)	(24.0, 12553.0)	(25.0, 15069.0)	(26.0, 18477.0)	(27.0, 21436.0)	(28.0, 26333.0)	(29.0, 32017.0)	(30.0, 39186.0)	(31.0, 46993.0)	(32.0, 60536.0)	(33.0, 78116.0)	(34.0, 107671.0)	(35.0, 154648.0)	(36.0, 265163.0)	(37.0, 478553.0)	(38.0, 825797.0)	(39.0, 2573747.0)	(40.0, 236021.0)					
IDDLNTM79_R2	(12.0, 2.0)	(13.0, 16.0)	(14.0, 42.0)	(15.0, 386.0)	(16.0, 2479.0)	(17.0, 6363.0)	(18.0, 9042.0)	(19.0, 9758.0)	(20.0, 10979.0)	(21.0, 12490.0)	(22.0, 14163.0)	(23.0, 15909.0)	(24.0, 19044.0)	(25.0, 22361.0)	(26.0, 26356.0)	(27.0, 30239.0)	(28.0, 36328.0)	(29.0, 44417.0)	(30.0, 51815.0)	(31.0, 56284.0)	(32.0, 70235.0)	(33.0, 87270.0)	(34.0, 112078.0)	(35.0, 146047.0)	(36.0, 213787.0)	(37.0, 361882.0)	(38.0, 1000811.0)	(39.0, 2581194.0)	(40.0, 82247.0)		
IDDLNTM81_R1	(15.0, 1.0)	(16.0, 42.0)	(17.0, 297.0)	(18.0, 834.0)	(19.0, 1791.0)	(20.0, 3358.0)	(21.0, 4919.0)	(22.0, 6597.0)	(23.0, 8185.0)	(24.0, 10360.0)	(25.0, 13020.0)	(26.0, 16087.0)	(27.0, 19765.0)	(28.0, 25718.0)	(29.0, 33381.0)	(30.0, 45415.0)	(31.0, 68792.0)	(32.0, 122196.0)	(33.0, 184976.0)	(34.0, 221345.0)	(35.0, 209348.0)	(36.0, 199199.0)	(37.0, 214017.0)	(38.0, 405031.0)	(39.0, 1950071.0)	(40.0, 220915.0)					
IDDLNTM81_R2	(12.0, 1.0)	(13.0, 10.0)	(14.0, 42.0)	(15.0, 298.0)	(16.0, 2105.0)	(17.0, 5269.0)	(18.0, 7865.0)	(19.0, 8206.0)	(20.0, 9145.0)	(21.0, 10095.0)	(22.0, 11333.0)	(23.0, 12694.0)	(24.0, 15074.0)	(25.0, 17528.0)	(26.0, 20963.0)	(27.0, 23425.0)	(28.0, 28561.0)	(29.0, 34798.0)	(30.0, 40610.0)	(31.0, 43873.0)	(32.0, 54452.0)	(33.0, 67962.0)	(34.0, 86754.0)	(35.0, 112307.0)	(36.0, 162675.0)	(37.0, 270190.0)	(38.0, 733070.0)	(39.0, 2129572.0)	(40.0, 76783.0)		
IDDLNTM82_R1	(15.0, 2.0)	(16.0, 40.0)	(17.0, 273.0)	(18.0, 732.0)	(19.0, 1602.0)	(20.0, 3025.0)	(21.0, 4435.0)	(22.0, 6084.0)	(23.0, 7510.0)	(24.0, 9603.0)	(25.0, 11824.0)	(26.0, 14507.0)	(27.0, 17415.0)	(28.0, 22555.0)	(29.0, 28105.0)	(30.0, 35684.0)	(31.0, 45643.0)	(32.0, 65628.0)	(33.0, 97247.0)	(34.0, 147004.0)	(35.0, 205476.0)	(36.0, 301339.0)	(37.0, 353421.0)	(38.0, 497938.0)	(39.0, 2188004.0)	(40.0, 211660.0)					
IDDLNTM82_R2	(12.0, 1.0)	(13.0, 15.0)	(14.0, 35.0)	(15.0, 289.0)	(16.0, 1708.0)	(17.0, 4153.0)	(18.0, 5426.0)	(19.0, 5884.0)	(20.0, 6491.0)	(21.0, 7414.0)	(22.0, 8672.0)	(23.0, 9697.0)	(24.0, 11522.0)	(25.0, 13874.0)	(26.0, 16660.0)	(27.0, 19441.0)	(28.0, 23848.0)	(29.0, 30176.0)	(30.0, 36473.0)	(31.0, 39402.0)	(32.0, 50347.0)	(33.0, 63791.0)	(34.0, 84700.0)	(35.0, 113343.0)	(36.0, 170614.0)	(37.0, 294331.0)	(38.0, 833839.0)	(39.0, 2338812.0)	(40.0, 85798.0)		
IDDLNTM83_R1	(15.0, 3.0)	(16.0, 65.0)	(17.0, 321.0)	(18.0, 926.0)	(19.0, 2169.0)	(20.0, 3896.0)	(21.0, 5955.0)	(22.0, 7830.0)	(23.0, 9908.0)	(24.0, 12395.0)	(25.0, 15291.0)	(26.0, 19135.0)	(27.0, 22833.0)	(28.0, 29393.0)	(29.0, 37698.0)	(30.0, 49829.0)	(31.0, 70796.0)	(32.0, 117771.0)	(33.0, 186357.0)	(34.0, 257488.0)	(35.0, 285202.0)	(36.0, 293969.0)	(37.0, 289231.0)	(38.0, 520852.0)	(39.0, 2505015.0)	(40.0, 282400.0)					
IDDLNTM83_R2	(12.0, 4.0)	(13.0, 15.0)	(14.0, 64.0)	(15.0, 454.0)	(16.0, 2924.0)	(17.0, 7666.0)	(18.0, 10942.0)	(19.0, 11665.0)	(20.0, 12920.0)	(21.0, 14412.0)	(22.0, 16211.0)	(23.0, 17821.0)	(24.0, 20866.0)	(25.0, 24587.0)	(26.0, 28671.0)	(27.0, 32574.0)	(28.0, 39299.0)	(29.0, 47397.0)	(30.0, 55233.0)	(31.0, 60908.0)	(32.0, 75751.0)	(33.0, 93539.0)	(34.0, 120865.0)	(35.0, 158178.0)	(36.0, 240326.0)	(37.0, 432196.0)	(38.0, 1032407.0)	(39.0, 2388824.0)	(40.0, 80009.0)		
IDDLNTM84_R1	(15.0, 5.0)	(16.0, 90.0)	(17.0, 473.0)	(18.0, 1216.0)	(19.0, 2539.0)	(20.0, 4562.0)	(21.0, 6750.0)	(22.0, 8769.0)	(23.0, 10757.0)	(24.0, 13797.0)	(25.0, 16635.0)	(26.0, 20510.0)	(27.0, 24417.0)	(28.0, 30785.0)	(29.0, 38951.0)	(30.0, 49994.0)	(31.0, 66376.0)	(32.0, 101332.0)	(33.0, 154952.0)	(34.0, 225847.0)	(35.0, 286842.0)	(36.0, 341658.0)	(37.0, 330288.0)	(38.0, 499859.0)	(39.0, 2279866.0)	(40.0, 236437.0)					
IDDLNTM84_R2	(12.0, 5.0)	(13.0, 22.0)	(14.0, 66.0)	(15.0, 408.0)	(16.0, 2693.0)	(17.0, 6582.0)	(18.0, 9941.0)	(19.0, 10651.0)	(20.0, 11611.0)	(21.0, 12944.0)	(22.0, 14411.0)	(23.0, 16120.0)	(24.0, 19187.0)	(25.0, 22027.0)	(26.0, 25797.0)	(27.0, 29376.0)	(28.0, 35201.0)	(29.0, 42391.0)	(30.0, 50008.0)	(31.0, 54108.0)	(32.0, 67066.0)	(33.0, 82105.0)	(34.0, 105192.0)	(35.0, 135430.0)	(36.0, 197385.0)	(37.0, 329665.0)	(38.0, 911452.0)	(39.0, 2481340.0)	(40.0, 80523.0)		
IDDLNTM85_R1	(16.0, 77.0)	(17.0, 397.0)	(18.0, 1099.0)	(19.0, 2411.0)	(20.0, 4492.0)	(21.0, 6625.0)	(22.0, 8871.0)	(23.0, 10999.0)	(24.0, 14004.0)	(25.0, 17078.0)	(26.0, 21074.0)	(27.0, 25258.0)	(28.0, 31901.0)	(29.0, 39071.0)	(30.0, 48784.0)	(31.0, 61641.0)	(32.0, 86887.0)	(33.0, 126065.0)	(34.0, 185490.0)	(35.0, 258932.0)	(36.0, 366352.0)	(37.0, 412520.0)	(38.0, 561400.0)	(39.0, 2480580.0)	(40.0, 268558.0)						
IDDLNTM85_R2	(12.0, 6.0)	(13.0, 18.0)	(14.0, 52.0)	(15.0, 399.0)	(16.0, 2881.0)	(17.0, 6696.0)	(18.0, 9460.0)	(19.0, 10329.0)	(20.0, 11235.0)	(21.0, 12605.0)	(22.0, 14540.0)	(23.0, 15826.0)	(24.0, 19118.0)	(25.0, 22297.0)	(26.0, 26432.0)	(27.0, 30281.0)	(28.0, 36475.0)	(29.0, 44061.0)	(30.0, 52318.0)	(31.0, 56807.0)	(32.0, 71423.0)	(33.0, 88449.0)	(34.0, 113605.0)	(35.0, 146820.0)	(36.0, 214162.0)	(37.0, 362140.0)	(38.0, 973377.0)	(39.0, 2602311.0)	(40.0, 96443.0)		
IDDLNTM86_R1	(15.0, 1.0)	(16.0, 71.0)	(17.0, 423.0)	(18.0, 1249.0)	(19.0, 2544.0)	(20.0, 4588.0)	(21.0, 6691.0)	(22.0, 8849.0)	(23.0, 10860.0)	(24.0, 13593.0)	(25.0, 16440.0)	(26.0, 20134.0)	(27.0, 23530.0)	(28.0, 29654.0)	(29.0, 35958.0)	(30.0, 44882.0)	(31.0, 55047.0)	(32.0, 75264.0)	(33.0, 106310.0)	(34.0, 157886.0)	(35.0, 222561.0)	(36.0, 343733.0)	(37.0, 439023.0)	(38.0, 583133.0)	(39.0, 2437254.0)	(40.0, 239786.0)					
IDDLNTM86_R2	(12.0, 3.0)	(13.0, 20.0)	(14.0, 63.0)	(15.0, 465.0)	(16.0, 3093.0)	(17.0, 7765.0)	(18.0, 11243.0)	(19.0, 11696.0)	(20.0, 12475.0)	(21.0, 13979.0)	(22.0, 15984.0)	(23.0, 17554.0)	(24.0, 20514.0)	(25.0, 23952.0)	(26.0, 28028.0)	(27.0, 31737.0)	(28.0, 38255.0)	(29.0, 45745.0)	(30.0, 53329.0)	(31.0, 58310.0)	(32.0, 72745.0)	(33.0, 89514.0)	(34.0, 114683.0)	(35.0, 148672.0)	(36.0, 217129.0)	(37.0, 363583.0)	(38.0, 977194.0)	(39.0, 2426637.0)	(40.0, 75097.0)		
IDDLNTM88_R1	(15.0, 2.0)	(16.0, 71.0)	(17.0, 474.0)	(18.0, 1489.0)	(19.0, 3601.0)	(20.0, 6716.0)	(21.0, 9953.0)	(22.0, 12816.0)	(23.0, 15070.0)	(24.0, 18345.0)	(25.0, 21867.0)	(26.0, 25734.0)	(27.0, 29914.0)	(28.0, 36790.0)	(29.0, 44322.0)	(30.0, 53728.0)	(31.0, 66970.0)	(32.0, 91143.0)	(33.0, 127871.0)	(34.0, 183555.0)	(35.0, 252531.0)	(36.0, 364201.0)	(37.0, 428601.0)	(38.0, 627854.0)	(39.0, 2892656.0)	(40.0, 327918.0)					
IDDLNTM88_R2	(11.0, 1.0)	(12.0, 2.0)	(13.0, 20.0)	(14.0, 62.0)	(15.0, 513.0)	(16.0, 3519.0)	(17.0, 9295.0)	(18.0, 13966.0)	(19.0, 15471.0)	(20.0, 16881.0)	(21.0, 18878.0)	(22.0, 20896.0)	(23.0, 22617.0)	(24.0, 26452.0)	(25.0, 30345.0)	(26.0, 35093.0)	(27.0, 38857.0)	(28.0, 46537.0)	(29.0, 55055.0)	(30.0, 63587.0)	(31.0, 68393.0)	(32.0, 83089.0)	(33.0, 102346.0)	(34.0, 128813.0)	(35.0, 164653.0)	(36.0, 235946.0)	(37.0, 383856.0)	(38.0, 1006337.0)	(39.0, 2946297.0)	(40.0, 106415.0)	
IDDLNTM89_R1	(15.0, 2.0)	(16.0, 50.0)	(17.0, 342.0)	(18.0, 906.0)	(19.0, 1988.0)	(20.0, 3744.0)	(21.0, 5351.0)	(22.0, 7069.0)	(23.0, 8745.0)	(24.0, 11231.0)	(25.0, 13696.0)	(26.0, 17014.0)	(27.0, 19876.0)	(28.0, 25232.0)	(29.0, 31001.0)	(30.0, 39259.0)	(31.0, 49754.0)	(32.0, 69182.0)	(33.0, 101001.0)	(34.0, 153319.0)	(35.0, 214866.0)	(36.0, 324947.0)	(37.0, 399675.0)	(38.0, 540864.0)	(39.0, 2399879.0)	(40.0, 262938.0)					
IDDLNTM89_R2	(11.0, 1.0)	(12.0, 1.0)	(13.0, 18.0)	(14.0, 52.0)	(15.0, 434.0)	(16.0, 2599.0)	(17.0, 6227.0)	(18.0, 8344.0)	(19.0, 8884.0)	(20.0, 9731.0)	(21.0, 10843.0)	(22.0, 12035.0)	(23.0, 13323.0)	(24.0, 15945.0)	(25.0, 18488.0)	(26.0, 21944.0)	(27.0, 24477.0)	(28.0, 29895.0)	(29.0, 36768.0)	(30.0, 43883.0)	(31.0, 47426.0)	(32.0, 58958.0)	(33.0, 74120.0)	(34.0, 96041.0)	(35.0, 125321.0)	(36.0, 185525.0)	(37.0, 316022.0)	(38.0, 885685.0)	(39.0, 2550768.0)	(40.0, 98173.0)	
